facility,time,tavg_C,tavg_F,tmin_C,tmin_F,tmax_C,tmax_F,prcp,snow,wdir,wspd,wpgt,pres,tsun
NWC,9/21/2024,21.8,71.24,18.9,66.02,26.1,78.98,0,0,103,7.9,,1015.3,
NWC,9/22/2024,20.5,68.9,17.2,62.96,25.6,78.08,0,0,98,11.2,,1016,
NWC,9/23/2024,17.7,63.86,15,59,19.4,66.92,1.8,0,96,10.8,,1017.5,
NWC,9/24/2024,17.8,64.04,15,59,21.7,71.06,0.3,0,87,13.7,,1019.2,
NWC,9/25/2024,18.6,65.48,17.2,62.96,20.6,69.08,0.3,0,87,13.7,,1019.3,
NWC,9/26/2024,21.7,71.06,19.4,66.92,26.1,78.98,0,0,139,9.7,,1017.5,
NWC,9/27/2024,21.5,70.7,19.4,66.92,23.3,73.94,0.8,0,86,14.4,,1014.4,
NWC,9/28/2024,20.9,69.62,18.3,64.94,23.3,73.94,1,0,54,19.1,,1011.9,
NWC,9/29/2024,18.6,65.48,17.2,62.96,20,68,0,0,52,19.8,,1014.6,
SPW,10/1/2023,19,66.2,15.6,60.08,25.6,78.08,0,,287,11.2,,1010.9,
SPW,10/2/2023,18.9,66.02,10,50,27.8,82.04,0,,305,10.1,,1015,
SPW,10/3/2023,19.9,67.82,11.1,51.98,30.6,87.08,0,,6,6.1,,1014.4,
SPW,10/4/2023,21.4,70.52,12.2,53.96,32.2,89.96,0,,327,4,,1014,
SPW,10/5/2023,23.4,74.12,13.3,55.94,35,95,0,,317,6.1,,1015.3,
SPW,10/6/2023,24.4,75.92,14.4,57.92,35.6,96.08,0,,340,5.8,,1013.5,
SPW,10/7/2023,24.6,76.28,14.4,57.92,36.7,98.06,0,,355,3.2,,1011.1,
SPW,10/8/2023,24.7,76.46,14.4,57.92,34.4,93.92,0,,325,8.3,,1010,
SPW,10/9/2023,20.5,68.9,14.4,57.92,22.8,73.04,0,,335,11.9,,1010.3,
SPW,10/10/2023,19.8,67.64,14.4,57.92,25,77,0,,298,15.1,,1009.1,
SPW,10/11/2023,18.2,64.76,11.7,53.06,23.9,75.02,0,,307,18.7,,1010.1,
SPW,10/12/2023,17.7,63.86,9.4,48.92,26.7,80.06,0,,326,7.6,,1010.1,
SPW,10/13/2023,17.8,64.04,8.9,48.02,28.9,84.02,0,,70,9.7,,1011.4,
SPW,10/14/2023,20.4,68.72,15,59,28.3,82.94,0,,337,7.9,,1017,
SPW,10/15/2023,19.4,66.92,11.1,51.98,29.4,84.92,0,,315,5.8,,1018,
SPW,10/16/2023,20.9,69.62,11.7,53.06,28.9,84.02,0,,328,10.8,,1017.5,
SPW,10/17/2023,20.8,69.44,14.4,57.92,30,86,0,,313,10.8,,1015,
SPW,10/18/2023,21.2,70.16,12.8,55.04,32.8,91.04,0,,17,3.6,,1013.5,
SPW,10/19/2023,21.7,71.06,11.7,53.06,33.9,93.02,0,,342,3.2,,1013.5,
SPW,10/20/2023,21.9,71.42,13.3,55.94,31.7,89.06,0,,336,8.3,,1012.3,
SPW,10/21/2023,19.2,66.56,12.8,55.04,25,77,0,,308,10.8,,1011.5,
SPW,10/22/2023,17.4,63.32,12.8,55.04,25,77,4.8,,10,9.4,,1009.4,
SPW,10/23/2023,18.4,65.12,14.4,57.92,25.6,78.08,0,,318,13,,1009.3,
SPW,10/24/2023,17.9,64.22,10.6,51.08,25.6,78.08,0,,359,5.8,,1010.5,
SPW,10/25/2023,16.7,62.06,11.1,51.98,22.8,73.04,0,,278,18.7,,1014.4,
SPW,10/26/2023,14.4,57.92,7.2,44.96,20.6,69.08,0,,311,11.9,,1018.5,
SPW,10/27/2023,12.1,53.78,2.8,37.04,21.7,71.06,0,,324,7.2,,1018.7,
SPW,10/28/2023,12.2,53.96,3.3,37.94,21.1,69.98,0,,326,12.2,,1019.2,
SPW,10/29/2023,11.8,53.24,2.2,35.96,22.2,71.96,0,,282,6.1,,1021.1,
SPW,10/30/2023,12.2,53.96,3.3,37.94,23.9,75.02,0,,7,1.8,,1021.3,
SPW,10/31/2023,12.3,54.14,3.3,37.94,23.9,75.02,0,,342,2.5,,1020.3,
SPW,11/1/2023,12.6,54.68,2.8,37.04,24.4,75.92,0,,2,2.2,,1018.8,
SPW,11/2/2023,14.3,57.74,5.6,42.08,26.7,80.06,0,,337,5.8,,1019.3,
SPW,11/3/2023,16.9,62.42,7.8,46.04,27.2,80.96,0,,322,4.7,,1018.8,
SPW,11/4/2023,17.5,63.5,9.4,48.92,27.2,80.96,0,,42,6.1,,1017.4,
SPW,11/5/2023,17.7,63.86,10.6,51.08,25,77,1.5,,348,3.6,,1014.9,
SPW,11/6/2023,18.7,65.66,10,50,21.7,71.06,0.3,,285,7.9,,1014.1,
SPW,11/7/2023,14.3,57.74,7.8,46.04,20.6,69.08,0,,299,11.9,,1019,
SPW,11/8/2023,13.2,55.76,6.1,42.98,21.1,69.98,0,,302,9.7,,1022.8,
SPW,11/9/2023,10.7,51.26,3.3,37.94,19.4,66.92,0,,352,4,,1022.2,
SPW,11/10/2023,10.9,51.62,2.8,37.04,21.1,69.98,0,,343,4,,1019.9,
SPW,11/11/2023,12.1,53.78,3.9,39.02,22.8,73.04,0,,352,4,,1020.6,
SPW,11/12/2023,13.2,55.76,5,41,23.3,73.94,0,,94,7.9,,1015.8,
SPW,11/13/2023,13.9,57.02,5,41,22.8,73.04,0,,346,4.7,,1013.8,
SPW,11/14/2023,13.1,55.58,5,41,22.8,73.04,0,,325,7.6,,1014.1,
SPW,11/15/2023,11.8,53.24,5.6,42.08,16.7,62.06,2,,351,8.3,,1010.8,
SPW,11/16/2023,14.2,57.56,10,50,21.7,71.06,0,,257,6.8,,1014.6,
SPW,11/17/2023,13.6,56.48,7.8,46.04,20.6,69.08,0,,119,6.5,,1012.7,
SPW,11/18/2023,15.7,60.26,12.2,53.96,20.6,69.08,7.6,,174,18.4,,1014.1,
SPW,11/19/2023,13.2,55.76,5,41,17.8,64.04,0,,314,16.6,,1024.9,
SPW,11/20/2023,11.1,51.98,3.3,37.94,17.8,64.04,0,,265,7.6,,1024.2,
SPW,11/21/2023,10.2,50.36,2.2,35.96,18.3,64.94,0,,342,3.6,,1027.1,
SPW,11/22/2023,9.7,49.46,1.7,35.06,20,68,0,,307,2.9,,1021.4,
SPW,11/23/2023,12.4,54.32,4.4,39.92,20.6,69.08,0,,307,10.8,,1011.9,
SPW,11/24/2023,12.1,53.78,2.8,37.04,16.7,62.06,0,,303,11.5,,1014.9,
SPW,11/25/2023,7.4,45.32,0,32,17.2,62.96,0,,310,6.1,,1019.5,
SPW,11/26/2023,6.9,44.42,-1.6,29.12,16.1,60.98,0,,328,3.2,,1020.4,
SPW,11/27/2023,6.8,44.24,-1.6,29.12,17.8,64.04,0,,354,2.5,,1020.4,
SPW,11/28/2023,7.3,45.14,-1.6,29.12,18.3,64.94,0,,351,3.2,,1020,
SPW,11/29/2023,9.2,48.56,1.7,35.06,17.8,64.04,0,,322,5.4,,1016,
SPW,11/30/2023,9.9,49.82,3.9,39.02,18.9,66.02,0,,272,10.8,,1015.1,
SPW,12/1/2023,10.8,51.44,2.8,37.04,17.2,62.96,0,,321,7.9,,1020.4,
SPW,12/2/2023,12.8,55.04,9.4,48.92,17.2,62.96,1.8,,127,6.8,,1024,
SPW,12/3/2023,13.1,55.58,7.2,44.96,18.9,66.02,0,,38,6.5,,1025.5,
SPW,12/4/2023,11.7,53.06,5.6,42.08,18.9,66.02,0,,344,4.3,,1024,
SPW,12/5/2023,11,51.8,5,41,19.4,66.92,0,,52,4,,1021.9,
SPW,12/6/2023,11.8,53.24,6.1,42.98,17.8,64.04,0.8,,135,10.4,,1017.6,
SPW,12/7/2023,10.9,51.62,3.3,37.94,17.8,64.04,0,,322,8.3,,1022.5,
SPW,12/8/2023,8.9,48.02,5,41,15,59,0,,306,15.5,,1024.1,
SPW,12/9/2023,6.9,44.42,0,32,15,59,0,,326,4.3,,1027.2,
SPW,12/10/2023,6.2,43.16,-1,30.2,15,59,0,,329,3.6,,1025.2,
SPW,12/11/2023,6.6,43.88,-1,30.2,17.2,62.96,0,,336,3.2,,1018.2,
SPW,12/12/2023,6.6,43.88,-0.5,31.1,16.1,60.98,0,,2,5,,1015.3,
SPW,12/13/2023,7.4,45.32,-1,30.2,17.8,64.04,0,,13,2.9,,1018.3,
SPW,12/14/2023,8.3,46.94,1.7,35.06,16.7,62.06,0,,335,6.5,,1022.1,
SPW,12/15/2023,7.7,45.86,1.1,33.98,17.2,62.96,0,,339,3.6,,1021.4,
SPW,12/16/2023,8,46.4,0,32,20,68,0,,346,4,,1019.7,
SPW,12/17/2023,8.8,47.84,2.8,37.04,16.1,60.98,10.4,,341,5.8,,1017.2,
SPW,12/18/2023,10.3,50.54,8.3,46.94,15,59,10.2,,133,16.9,,1011.2,
SPW,12/19/2023,14.3,57.74,13.3,55.94,18.9,66.02,7.1,,146,21.6,,1007.7,
SPW,12/20/2023,14.6,58.28,12.2,53.96,15.6,60.08,10.9,,115,9.4,,1009,
SPW,12/21/2023,12.3,54.14,7.8,46.04,17.2,62.96,0,,314,7.9,,1015.2,
SPW,12/22/2023,12.3,54.14,7.2,44.96,20,68,0,,315,9.7,,1014.5,
SPW,12/23/2023,10.7,51.26,5,41,15,59,0,,291,5.8,,1018.1,
SPW,12/24/2023,7,44.6,2.2,35.96,13.3,55.94,0,,326,3.6,,1022.9,
SPW,12/25/2023,8.1,46.58,3.3,37.94,15.6,60.08,0,,352,3.2,,1023.5,
SPW,12/26/2023,9.7,49.46,5,41,15.6,60.08,0,,88,6.8,,1020.6,
SPW,12/27/2023,9.8,49.64,3.9,39.02,17.8,64.04,4.3,,109,10.4,,1018.8,
SPW,12/28/2023,12.7,54.86,10,50,18.9,66.02,0,,118,8.3,,1020.6,
SPW,12/29/2023,14,57.2,10,50,20,68,19,,141,14.4,,1015.3,
SPW,12/30/2023,13.7,56.66,10,50,16.7,62.06,6.6,,98,6.1,,1017.9,
SPW,12/31/2023,11.5,52.7,8.3,46.94,14.4,57.92,0,,54,5.8,,1019.2,
SPW,1/1/2024,11.2,52.16,7.2,44.96,16.1,60.98,0,,314,8.6,,1021.2,
SPW,1/2/2024,8.8,47.84,6.1,42.98,11.7,53.06,13,,139,16.2,,1020.8,
SPW,1/3/2024,9.6,49.28,5.6,42.08,12.2,53.96,1.5,,101,8.3,,1020.6,
SPW,1/4/2024,8.6,47.48,3.9,39.02,15.6,60.08,0,,324,9.7,,1024.6,
SPW,1/5/2024,9.3,48.74,3.9,39.02,16.1,60.98,0,,333,9.7,,1025,
SPW,1/6/2024,7.4,45.32,3.9,39.02,10,50,3.8,,128,13.7,,1018.9,
SPW,1/7/2024,6,42.8,0.6,33.08,12.8,55.04,0,,317,13.7,,1019.2,
SPW,1/8/2024,5.7,42.26,0,32,14.4,57.92,0,,30,7.6,,1026.3,
SPW,1/9/2024,7.7,45.86,4.4,39.92,13.3,55.94,0,,145,13,,1024.7,
SPW,1/10/2024,7.7,45.86,2.2,35.96,12.2,53.96,2.3,,209,15.5,,1016.9,
SPW,1/11/2024,8.5,47.3,1.1,33.98,12.8,55.04,0,,317,10.8,,1020.7,
SPW,1/12/2024,5.5,41.9,0.6,33.08,12.8,55.04,0,,104,6.1,,1024.3,
SPW,1/13/2024,7.9,46.22,6.7,44.06,9.4,48.92,9.9,,132,15.5,,1020.3,
SPW,1/14/2024,9.8,49.64,7.2,44.96,16.7,62.06,0,,278,13,,1018.9,
SPW,1/15/2024,10.9,51.62,8.9,48.02,13.9,57.02,0,,309,6.5,,1020.6,
SPW,1/16/2024,10.3,50.54,8.9,48.02,12.2,53.96,9.7,,112,10.4,,1018.8,
SPW,1/17/2024,11.9,53.42,6.7,44.06,17.2,62.96,0.5,,37,9.4,,1017.8,
SPW,1/18/2024,9.4,48.92,4.4,39.92,14.4,57.92,0,,81,5.4,,1018.8,
SPW,1/19/2024,10.3,50.54,7.8,46.04,13.9,57.02,1.3,,143,9.4,,1012.8,
SPW,1/20/2024,13.7,56.66,12.2,53.96,17.8,64.04,8.9,,151,20.5,,1008.6,
SPW,1/21/2024,13.3,55.94,11.7,53.06,17.8,64.04,8.9,,143,21.6,,1008.3,
SPW,1/22/2024,13.9,57.02,11.7,53.06,16.1,60.98,26.9,,121,12.2,,1007.5,
SPW,1/23/2024,13.3,55.94,10,50,17.2,62.96,0,,308,9.7,,1015.6,
SPW,1/24/2024,12.3,54.14,11.1,51.98,15,59,7.6,,133,15.5,,1018.5,
SPW,1/25/2024,12.4,54.32,6.7,44.06,17.2,62.96,0,,281,8.3,,1022.3,
SPW,1/26/2024,11.9,53.42,8.3,46.94,17.2,62.96,0,,342,1.8,,1025.7,
SPW,1/27/2024,12.5,54.5,8.3,46.94,17.8,64.04,0,,338,2.9,,1025.4,
SPW,1/28/2024,13.3,55.94,7.8,46.04,19.4,66.92,0,,36,3.2,,1021.8,
SPW,1/29/2024,13.7,56.66,7.2,44.96,23.9,75.02,0,,38,4.7,,1019.2,
SPW,1/30/2024,14.9,58.82,9.4,48.92,23.3,73.94,0,,105,8.6,,1015.4,
SPW,1/31/2024,15,59,11.1,51.98,16.1,60.98,6.4,,154,21.6,,1007,
SPW,2/1/2024,13.2,55.76,8.9,48.02,17.2,62.96,8.4,,232,9,,1005.2,
SPW,2/2/2024,11.3,52.34,7.2,44.96,15.6,60.08,2,,207,10.4,,1012.6,
SPW,2/3/2024,9.8,49.64,7.2,44.96,13.3,55.94,2.8,,106,8.3,,1015,
SPW,2/4/2024,11.2,52.16,9.4,48.92,16.7,62.06,11.7,,140,40.7,,1001.7,
SPW,2/5/2024,13.3,55.94,7.2,44.96,16.1,60.98,8.9,,162,17.6,,1007.5,
SPW,2/6/2024,10.9,51.62,7.2,44.96,15,59,0,,310,8.3,,1005.6,
SPW,2/7/2024,9.1,48.38,5,41,11.1,51.98,8.6,,204,15.5,,1008.1,
SPW,2/8/2024,9.1,48.38,5,41,13.3,55.94,0,,42,7.9,,1016,
SPW,2/9/2024,7.3,45.14,2.2,35.96,13.9,57.02,0,,313,8.3,,1020,
SPW,2/10/2024,9.1,48.38,4.4,39.92,16.1,60.98,0,,356,9.4,,1019.9,
SPW,2/11/2024,8.8,47.84,1.7,35.06,17.2,62.96,0,,19,4.3,,1023,
SPW,2/12/2024,8.6,47.48,2.8,37.04,17.2,62.96,0,,352,2.2,,1020.3,
SPW,2/13/2024,9.8,49.64,3.9,39.02,16.7,62.06,0,,347,3.2,,1016.8,
SPW,2/14/2024,10.8,51.44,6.1,42.98,17.8,64.04,2.8,,138,12.6,,1017.9,
SPW,2/15/2024,12.6,54.68,7.2,44.96,18.9,66.02,0,,116,7.6,,1022.2,
SPW,2/16/2024,11.4,52.52,7.8,46.04,15.6,60.08,0,,55,4.7,,1020.1,
SPW,2/17/2024,11.8,53.24,9.4,48.92,14.4,57.92,3.3,,126,20.2,,1014.3,
SPW,2/18/2024,13.4,56.12,8.9,48.02,20.6,69.08,4.3,,143,26.3,,1011.6,
SPW,2/19/2024,15.6,60.08,12.2,53.96,20,68,6.9,,145,23.8,,1010.9,
SPW,2/20/2024,14.3,57.74,8.9,48.02,19.4,66.92,3.3,,140,12.2,,1017.2,
SPW,2/21/2024,11.3,52.34,8.3,46.94,18.3,64.94,0,,331,7.2,,1021.2,
SPW,2/22/2024,11.1,51.98,5,41,18.3,64.94,0,,338,4.3,,1024,
SPW,2/23/2024,10.5,50.9,4.4,39.92,18.9,66.02,0,,297,6.1,,1020.5,
SPW,2/24/2024,12.1,53.78,4.4,39.92,22.2,71.96,0,,296,4.7,,1017.4,
SPW,2/25/2024,13.3,55.94,4.4,39.92,21.7,71.06,0,,315,7.6,,1016.6,
SPW,2/26/2024,13.2,55.76,6.1,42.98,18.3,64.94,0.3,,311,7.9,,1015.8,
SPW,2/27/2024,11.7,53.06,4.4,39.92,18.3,64.94,0,,303,11.9,,1017.4,
SPW,2/28/2024,10.6,51.08,2.8,37.04,21.1,69.98,0,,284,5,,1017.2,
SPW,2/29/2024,12.5,54.5,6.1,42.98,19.4,66.92,5.6,,157,14.4,,1015.7,
SPW,3/1/2024,12.9,55.22,10,50,16.1,60.98,6.6,,184,17.3,,1012.1,
SPW,3/2/2024,10.7,51.26,4.4,39.92,14.4,57.92,8.4,,212,17.3,,1010.4,
SPW,3/3/2024,9.2,48.56,4.4,39.92,13.9,57.02,0.8,,176,11.2,,1016.2,
SPW,3/4/2024,9.2,48.56,3.3,37.94,15.6,60.08,0,,86,5.4,,1020,
SPW,3/5/2024,11.1,51.98,6.1,42.98,17.8,64.04,0,,135,14,,1016.7,
SPW,3/6/2024,12.3,54.14,7.2,44.96,19.4,66.92,3.3,,326,7.9,,1011.7,
SPW,3/7/2024,12.2,53.96,7.8,46.04,18.9,66.02,0,,303,15.1,,1014.9,
SPW,3/8/2024,11.6,52.88,4.4,39.92,20,68,0,,274,6.1,,1020.4,
SPW,3/9/2024,12.2,53.96,5.6,42.08,18.9,66.02,0,,4,6.5,,1020.5,
SPW,3/10/2024,12.4,54.32,6.1,42.98,19.4,66.92,0,,340,6.1,,1018.2,
SPW,3/11/2024,13.4,56.12,9.4,48.92,18.3,64.94,0,,313,8.6,,1017.9,
SPW,3/12/2024,13,55.4,9.4,48.92,17.8,64.04,2,,223,11.2,,1020.6,
SPW,3/13/2024,12.2,53.96,6.7,44.06,20,68,0,,311,21.2,,1020,
SPW,3/14/2024,14.7,58.46,7.2,44.96,22.2,71.96,0,,344,23.4,,1015.1,
SPW,3/15/2024,17.2,62.96,9.4,48.92,25,77,0,,342,19.1,,1009.6,
SPW,3/16/2024,14.7,58.46,6.1,42.98,23.3,73.94,0,,291,9,,1014.9,
SPW,3/17/2024,14.7,58.46,6.1,42.98,23.3,73.94,0,,304,7.2,,1017.6,
SPW,3/18/2024,15.6,60.08,7.2,44.96,24.4,75.92,0,,320,6.1,,1018,
SPW,3/19/2024,16.2,61.16,8.3,46.94,25,77,0,,318,7.9,,1017,
SPW,3/20/2024,16,60.8,6.1,42.98,25,77,0,,320,10.8,,1017,
SPW,3/21/2024,15.4,59.72,8.3,46.94,22.8,73.04,0,,299,8.6,,1019.1,
SPW,3/22/2024,15.8,60.44,10,50,22.8,73.04,8.1,,316,10.4,,1014.8,
SPW,3/23/2024,13.1,55.58,8.3,46.94,17.2,62.96,2.3,,195,14,,1011.1,
SPW,3/24/2024,12.6,54.68,8.9,48.02,19.4,66.92,1,,260,15.8,,1010.4,
SPW,3/25/2024,12.4,54.32,7.8,46.04,18.9,66.02,0,,253,14,,1014.7,
SPW,3/26/2024,12.5,54.5,5.6,42.08,19.4,66.92,0,,279,10.1,,1018.3,
SPW,3/27/2024,11.8,53.24,5,41,17.8,64.04,1,,26,6.1,,1019.5,
SPW,3/28/2024,13.2,55.76,8.3,46.94,18.3,64.94,0.8,,294,7.2,,1017.5,
SPW,3/29/2024,11.2,52.16,7.2,44.96,15,59,6.9,,119,18,,1007.8,
SPW,3/30/2024,11.9,53.42,7.8,46.04,18.3,64.94,0.5,,100,12.2,,1003.8,
SPW,3/31/2024,12.3,54.14,6.7,44.06,20,68,0,,333,5.4,,1007.7,
SPW,4/1/2024,13.3,55.94,4.4,39.92,23.3,73.94,0,,309,7.2,,1015.9,
SPW,4/2/2024,15.9,60.62,8.3,46.94,25.6,78.08,0,,163,9.7,,1023.4,
SPW,4/3/2024,16.6,61.88,8.9,48.02,23.3,73.94,0,,297,16.6,,1019,
SPW,4/4/2024,10.3,50.54,5,41,11.7,53.06,27.2,,116,13.7,,1009.6,
SPW,4/5/2024,6.8,44.24,4.4,39.92,13.9,57.02,1.8,,334,6.5,,1012.8,
SPW,4/6/2024,8.5,47.3,2.2,35.96,17.2,62.96,0,,183,10.4,,1024.4,
SPW,4/7/2024,11.4,52.52,5,41,18.9,66.02,0,,310,12.6,,1021.2,
SPW,4/8/2024,13.2,55.76,6.7,44.06,23.3,73.94,0,,302,14.8,,1018,
SPW,4/9/2024,15.3,59.54,6.7,44.06,25,77,0,,12,5.4,,1019.8,
SPW,4/10/2024,17.9,64.22,8.9,48.02,27.8,82.04,0,,354,3.2,,1018.2,
SPW,4/11/2024,19.7,67.46,10.6,51.08,30,86,0,,321,5.4,,1011.7,
SPW,4/12/2024,18.8,65.84,10.6,51.08,22.8,73.04,0,,313,15.5,,1006.6,
SPW,4/13/2024,11.9,53.42,6.1,42.98,14.4,57.92,21.8,,99,16.9,,1013,
SPW,4/14/2024,9.1,48.38,7.2,44.96,16.7,62.06,2.3,,47,9.4,,1018.6,
SPW,4/15/2024,12.8,55.04,7.8,46.04,19.4,66.92,0,,301,9.7,,1020.9,
SPW,4/16/2024,15,59,7.2,44.96,24.4,75.92,0,,328,4.3,,1019,
SPW,4/17/2024,18,64.4,10,50,26.7,80.06,0,,342,4.7,,1015.9,
SPW,4/18/2024,18.7,65.66,10.6,51.08,27.8,82.04,0,,297,6.5,,1012.8,
SPW,4/19/2024,18.7,65.66,10.6,51.08,26.7,80.06,0,,319,10.1,,1012.7,
SPW,4/20/2024,18.1,64.58,10,50,27.8,82.04,0,,316,10.4,,1016,
SPW,4/21/2024,19.3,66.74,9.4,48.92,29.4,84.92,0,,315,7.9,,1014.9,
SPW,4/22/2024,21.4,70.52,11.7,53.06,30.6,87.08,0,,301,10.1,,1008.6,
SPW,4/23/2024,17.3,63.14,10.6,51.08,22.8,73.04,0,,303,11.2,,1013.5,
SPW,4/24/2024,15.9,60.62,12.2,53.96,21.7,71.06,0,,311,10.4,,1017.3,
SPW,4/25/2024,16,60.8,11.1,51.98,21.1,69.98,0,,266,19.8,,1017.3,
SPW,4/26/2024,16.1,60.98,11.1,51.98,23.3,73.94,0.8,,268,19.4,,1014.9,
SPW,4/27/2024,15.1,59.18,8.3,46.94,23.9,75.02,0,,297,14.8,,1017.2,
SPW,4/28/2024,16.3,61.34,8.9,48.02,25.6,78.08,0,,285,15.5,,1017.8,
SPW,4/29/2024,17.2,62.96,9.4,48.92,25.6,78.08,0,,291,18,,1016.3,
SPW,4/30/2024,17,62.6,8.9,48.02,25.6,78.08,0,,300,16.9,,1014.5,
SPW,5/1/2024,18.3,64.94,10.6,51.08,26.7,80.06,0,,315,22.3,,1013.9,
SPW,5/2/2024,19.4,66.92,11.1,51.98,27.8,82.04,0,,294,18.4,,1013.4,
SPW,5/3/2024,19.7,67.46,12.8,55.04,27.8,82.04,0,,288,18,,1011.1,
SPW,5/4/2024,14.6,58.28,7.2,44.96,13.9,57.02,12.2,,248,16.2,,1009.9,
SPW,5/5/2024,11.1,51.98,5.6,42.08,19.4,66.92,0,,284,11.5,,1016.4,
SPW,5/6/2024,13.4,56.12,6.7,44.06,22.8,73.04,0,,288,11.2,,1019.4,
SPW,5/7/2024,15.6,60.08,7.2,44.96,23.9,75.02,0,,308,15.8,,1016.4,
SPW,5/8/2024,19.1,66.38,11.7,53.06,27.2,80.96,0,,322,22,,1011.8,
SPW,5/9/2024,19.7,67.46,8.3,46.94,30.6,87.08,0,,303,7.2,,1011.9,
SPW,5/10/2024,22.3,72.14,11.7,53.06,32.8,91.04,0,,307,11.5,,1012.1,
SPW,5/11/2024,23.6,74.48,11.7,53.06,33.3,91.94,0,,314,11.9,,1011,
SPW,5/12/2024,22.9,73.22,12.8,55.04,32.2,89.96,0,,315,11.2,,1011.5,
SPW,5/13/2024,21.3,70.34,11.7,53.06,30,86,0,,314,14,,1011.6,
SPW,5/14/2024,20.5,68.9,11.1,51.98,31.7,89.06,0,,317,14.8,,1010.1,
SPW,5/15/2024,22.1,71.78,12.8,55.04,31.7,89.06,0,,318,11.9,,1009.3,
SPW,5/16/2024,21.2,70.16,12.8,55.04,28.3,82.94,0,,316,13,,1011.1,
SPW,5/17/2024,18.4,65.12,11.1,51.98,27.2,80.96,0,,324,11.5,,1011.3,
SPW,5/18/2024,19.5,67.1,11.7,53.06,27.8,82.04,0,,331,10.8,,1011.8,
SPW,5/19/2024,18.4,65.12,10.6,51.08,28.3,82.94,0,,295,12.6,,1013.8,
SPW,5/20/2024,19,66.2,10.6,51.08,28.9,84.02,0,,302,16.2,,1012.4,
SPW,5/21/2024,21.6,70.88,12.2,53.96,31.1,87.98,0,,296,14.8,,1012.4,
SPW,5/22/2024,21.8,71.24,11.7,53.06,30,86,0,,297,13,,1011.5,
SPW,5/23/2024,21.1,69.98,12.2,53.96,29.4,84.92,0,,289,17.3,,1010.6,
SPW,5/24/2024,18.6,65.48,11.1,51.98,22.8,73.04,0,,273,24.5,,1010.6,
SPW,5/25/2024,16.2,61.16,9.4,48.92,23.9,75.02,0,,267,16.2,,1014.4,
SPW,5/26/2024,16.8,62.24,8.3,46.94,28.9,84.02,0,,303,11.5,,1015.3,
SPW,5/27/2024,21.3,70.34,11.1,51.98,31.1,87.98,0,,299,12.2,,1014.5,
SPW,5/28/2024,20.9,69.62,12.2,53.96,31.1,87.98,0,,278,14,,1015.3,
SPW,5/29/2024,21.3,70.34,12.2,53.96,31.7,89.06,0,,309,15.5,,1016.1,
SPW,5/30/2024,23.5,74.3,13.3,55.94,33.9,93.02,0,,308,13.7,,1012.6,
SPW,5/31/2024,25.6,78.08,13.3,55.94,35.6,96.08,0,,313,13,,1009.2,
SPW,6/1/2024,23.5,74.3,13.9,57.02,30,86,0,,270,18.4,,1009.8,
SPW,6/2/2024,21.1,69.98,13.9,57.02,30.6,87.08,0,,273,16.9,,1011.9,
SPW,6/3/2024,22.6,72.68,15.6,60.08,28.9,84.02,0,,267,19.1,,1012.8,
SPW,6/4/2024,23.8,74.84,15,59,38.9,102.02,0,,316,18.7,,1010.6,
SPW,6/5/2024,30,86,20.6,69.08,39.4,102.92,0,,308,12.2,,1009.1,
SPW,6/6/2024,30.5,86.9,18.9,66.02,38.9,102.02,0,,303,10.8,,1007.3,
SPW,6/7/2024,26.6,79.88,16.1,60.98,35,95,0,,312,13,,1007.4,
SPW,6/8/2024,22.9,73.22,13.9,57.02,31.1,87.98,0,,284,16.9,,1009.6,
SPW,6/9/2024,21.9,71.42,14.4,57.92,32.2,89.96,0,,269,15.1,,1011,
SPW,6/10/2024,22.6,72.68,13.3,55.94,35,95,0,,315,11.2,,1011.3,
SPW,6/11/2024,27.1,80.78,17.2,62.96,38.9,102.02,0,,307,10.1,,1009.3,
SPW,6/12/2024,29.6,85.28,17.8,64.04,36.7,98.06,0,,306,13.7,,1008.4,
SPW,6/13/2024,22.9,73.22,13.9,57.02,31.1,87.98,0,,308,12.2,,1011.7,
SPW,6/14/2024,22,71.6,12.2,53.96,34.4,93.92,0,,290,15.8,,1014.2,
SPW,6/15/2024,22.3,72.14,11.7,53.06,32.2,89.96,0,,296,18.4,,1013.1,
SPW,6/16/2024,23.8,74.84,15.6,60.08,32.8,91.04,0,,297,21.2,,1009.4,
SPW,6/17/2024,22.4,72.32,14.4,57.92,29.4,84.92,0,,306,23,,1009.5,
SPW,6/18/2024,23.4,74.12,15,59,32.8,91.04,0,,297,13.3,,1008.1,
SPW,6/19/2024,22.7,72.86,11.7,53.06,32.2,89.96,0,,293,13.7,,1009.5,
SPW,6/20/2024,20.9,69.62,10.6,51.08,32.2,89.96,0,,302,12.2,,1009.1,
SPW,6/21/2024,22.4,72.32,12.8,55.04,35.6,96.08,0,,302,9,,1007.3,
SPW,6/22/2024,26.9,80.42,16.7,62.06,40,104,0,,321,8.6,,1007.5,
SPW,6/23/2024,29.4,84.92,18.9,66.02,39.4,102.92,0,,319,10.1,,1009.3,
SPW,6/24/2024,28.8,83.84,17.2,62.96,38.9,102.02,0,,313,9,,1010.4,
SPW,6/25/2024,29.3,84.74,21.1,69.98,38.9,102.02,0,,320,13,,1010.6,
